Token,Type,0-banana/banana_3,1-banana/banana_3,0-corn/corn_1,1-corn/corn_1,2-corn/corn_1,3-corn/corn_1,0-cube/cube_3,1-cube/cube_3,2-cube/cube_3,3-cube/cube_3,4-cube/cube_3,0-cucumber/cucumber_4,1-cucumber/cucumber_4,2-cucumber/cucumber_4,3-cucumber/cucumber_4,4-cucumber/cucumber_4
,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
banana,rgb,0.9999430858890933,0.9999986786732391,0.014238162923812483,0.016220004435631936,0.014819837058025968,0.01765527223073473,8.427041863685424e-21,1.6767353857528833e-20,3.477610800850609e-20,1.0738880180030852e-19,2.811565140167944e-18,0.033827953855948646,0.024774227160479372,0.025010954314057615,0.024431599696144668,0.02104736050794849
banana,shape,0.9997622382439443,0.9999747611904195,4.4626862712407896e-05,0.001356234169792769,0.0015468190110828246,0.00010352392268918368,0.04096506583390565,0.006255990164874491,0.000656517260854599,6.972727340408485e-05,1.0709992725171515e-05,0.005520726581978651,0.00010023552196424105,0.591743930981645,0.0003114214136434086,0.7374510625815781
banana,object,0.9998442510972939,0.9999935582662253,0.0002603450895862051,0.002292463333677624,0.0018920129750139914,0.0014184294772424664,2.0838848950997365e-11,1.051540004686618e-11,3.1265944666643177e-12,2.1090085362749367e-12,4.370303946840283e-12,0.010077037446759102,0.0005530669734068448,0.07749082359510039,0.0022170540002004243,0.12861264656660332
block,rgb,0.007163640577393133,0.05506239012949404,0.00034016071017572893,0.0003450931604997433,0.0003233723189095094,0.00033070232214933324,0.9999999679745278,0.9999999368114523,0.9999998580999158,0.9999993542784607,0.9999716694241773,0.11474215171520129,0.08465876110234619,0.0748321286562304,0.07316686199796893,0.04267065940178208
block,shape,0.00018820405138035985,0.0024666814913609316,5.6340683735000014e-05,0.002523350785489981,0.002069423022524536,0.9996938778431188,0.9999630243163137,0.9999965293553402,0.9999871289483464,0.9999765604181646,0.999981374366907,0.003725576672544522,6.808003170249334e-06,4.5619425855999124e-05,0.004884488781047084,0.022268950194535727
block,object,0.00015871431383346959,0.002234048679624699,5.3778173733316056e-05,0.0021027352805592257,0.0018059932542862293,0.9994160694694134,0.9999638944015216,0.9999963865121697,0.9999874245402862,0.9999777226325879,0.9999793508973989,0.0034668765201381177,9.807722295650477e-06,6.135102428861573e-05,0.0047726969283779005,0.024873735310124313
cob,rgb,0.0011104050443174857,1.1807507306054889e-05,0.999062928016016,0.9989096931421027,0.9991526206936909,0.9989526090334432,1.0,0.9999999999999998,0.9999999999999996,0.9999999999999993,0.9999999999999947,0.010327988168084857,0.021091468414721294,0.02521708812240902,0.026573131762669615,0.06622822188676368
cob,shape,0.0035972523858222834,5.318129480881795e-06,0.9999584676266988,0.9998578482548216,0.9998477365596762,0.999137958342717,0.0008245706918168305,9.679831799777818e-05,0.0005168768474997647,0.005913569634828582,0.00036472825031305857,0.9996832249209523,0.9999717117003808,0.08505548510872597,0.9999616842316449,0.04670799161621451
cob,object,0.0029264124125560633,1.7718023373767286e-05,0.9999665192647903,0.9998974770211749,0.9999244024209782,0.9995242289827173,0.9972776131000857,0.9941685025104426,0.9976126766698084,0.9992891599624061,0.9958518602189951,0.9743289331394435,0.9857165651118434,0.012895340736777488,0.9944437304277844,0.02785473312093465
corn,rgb,0.0011104050443174857,1.1807507306054889e-05,0.999062928016016,0.9989096931421027,0.9991526206936909,0.9989526090334432,1.0,0.9999999999999998,0.9999999999999996,0.9999999999999993,0.9999999999999947,0.010327988168084857,0.021091468414721294,0.02521708812240902,0.026573131762669615,0.06622822188676368
corn,shape,0.0035972523858222834,5.318129480881795e-06,0.9999584676266988,0.9998578482548216,0.9998477365596762,0.999137958342717,0.0008245706918168305,9.679831799777818e-05,0.0005168768474997647,0.005913569634828582,0.00036472825031305857,0.9996832249209523,0.9999717117003808,0.08505548510872597,0.9999616842316449,0.04670799161621451
corn,object,0.0029264124125560633,1.7718023373767286e-05,0.9999665192647903,0.9998974770211749,0.9999244024209782,0.9995242289827173,0.9972776131000857,0.9941685025104426,0.9976126766698084,0.9992891599624061,0.9958518602189951,0.9743289331394435,0.9857165651118434,0.012895340736777488,0.9944437304277844,0.02785473312093465
cube,rgb,0.007163640577393133,0.05506239012949404,0.00034016071017572893,0.0003450931604997433,0.0003233723189095094,0.00033070232214933324,0.9999999679745278,0.9999999368114523,0.9999998580999158,0.9999993542784607,0.9999716694241773,0.11474215171520129,0.08465876110234619,0.0748321286562304,0.07316686199796893,0.04267065940178208
cube,shape,0.00018820405138035985,0.0024666814913609316,5.6340683735000014e-05,0.002523350785489981,0.002069423022524536,0.9996938778431188,0.9999630243163137,0.9999965293553402,0.9999871289483464,0.9999765604181646,0.999981374366907,0.003725576672544522,6.808003170249334e-06,4.5619425855999124e-05,0.004884488781047084,0.022268950194535727
cube,object,0.00015871431383346959,0.002234048679624699,5.3778173733316056e-05,0.0021027352805592257,0.0018059932542862293,0.9994160694694134,0.9999638944015216,0.9999963865121697,0.9999874245402862,0.9999777226325879,0.9999793508973989,0.0034668765201381177,9.807722295650477e-06,6.135102428861573e-05,0.0047726969283779005,0.024873735310124313
cucumber,rgb,1.940655786180218e-06,2.145575169276916e-06,0.0001599458033301423,0.00015934211562712903,0.0001254031644171552,0.00012646924360808294,0.9999999958386272,0.9999999975225289,0.9999999975714413,0.99999999118346,0.9999998901361654,0.9997573184050292,0.9995752629376427,0.9994195535421813,0.9993951838249481,0.9978936978715419
cucumber,shape,0.7240802375718929,0.9999999999903213,0.9417715225199305,0.06079854661215553,0.0008617280368693088,1.150453419127396e-05,0.0016060775679716012,6.705852906743351e-05,8.681317304024736e-05,0.013757171469732496,0.00012953486615228309,0.9999483877708832,0.999044167786481,0.9998063454076284,0.9997594865244549,0.9998438622445873
cucumber,object,0.01772090811646676,0.9998769007201473,0.03124993626215542,0.001701366009925943,0.00018603808134673303,1.0984802469402808e-06,0.17412114772782616,0.01157988828093898,0.024092294476437077,0.25005147064173944,0.010144741048573108,0.9999116826097152,0.9994735373423687,0.9998762195430464,0.9998204719356655,0.999843438174698
ear,rgb,0.0011104050443174857,1.1807507306054889e-05,0.999062928016016,0.9989096931421027,0.9991526206936909,0.9989526090334432,1.0,0.9999999999999998,0.9999999999999996,0.9999999999999993,0.9999999999999947,0.010327988168084857,0.021091468414721294,0.02521708812240902,0.026573131762669615,0.06622822188676368
ear,shape,0.0035972523858222834,5.318129480881795e-06,0.9999584676266988,0.9998578482548216,0.9998477365596762,0.999137958342717,0.0008245706918168305,9.679831799777818e-05,0.0005168768474997647,0.005913569634828582,0.00036472825031305857,0.9996832249209523,0.9999717117003808,0.08505548510872597,0.9999616842316449,0.04670799161621451
ear,object,0.0029264124125560633,1.7718023373767286e-05,0.9999665192647903,0.9998974770211749,0.9999244024209782,0.9995242289827173,0.9972776131000857,0.9941685025104426,0.9976126766698084,0.9992891599624061,0.9958518602189951,0.9743289331394435,0.9857165651118434,0.012895340736777488,0.9944437304277844,0.02785473312093465
green,rgb,0.9962726614352911,0.999938882381225,0.0033446890938601246,0.003832298375237243,0.0028649133890384015,0.003478575690965596,3.85513527255201e-12,1.1763823729863477e-11,2.4965935256855392e-11,2.7292663636542183e-11,9.591012287089607e-11,0.9998999479579715,0.9997771090184139,0.9997147825984346,0.9996973520330549,0.9990071758362642
green,shape,0.998229555808237,0.9999999828798493,0.9609740334407931,0.8030850064861005,0.023763414171449653,0.9999960246005376,0.9999938923535602,0.9999999995029973,0.9999999654495338,0.999999957181727,0.9999994966583936,0.9999651568449686,0.9990278624273439,0.9999101992922507,0.9997104752210048,0.999882180022818
green,object,0.988904216244048,0.9999996453328238,0.07356277037542912,0.04732627543548745,0.0038070213009868594,0.8054382936704522,9.416971319824539e-06,0.00046330928903747437,0.0003945177395150976,0.0001742280882640336,0.00015814223204556205,0.9999259758082474,0.9994486851813354,0.9999147420913077,0.9998371875818006,0.9998765283810397
laying,rgb,0.999999999914863,0.9999999999026861,0.9999999964285096,0.9999999964662452,0.999999997035,0.9999999970470013,0.000265881277770946,0.000217384840670737,0.0002605228623710085,0.0009275882890198226,0.01374005889866279,0.9981370509966401,0.99879155794466,0.9990562174822131,0.9990856749337462,0.9996567757100396
laying,shape,0.9999785387166159,0.9999731009822982,0.9999708017724689,0.9993941964280292,0.9996481082143075,0.00028017409520673654,0.00023750027414378086,8.85361615679577e-06,6.789670192701292e-05,3.90270356877847e-05,3.0456396086404843e-05,0.9998925670781854,0.9999933893647559,0.9999962680182592,0.9999096757096124,0.9998414533919707
laying,object,0.9999962684253513,0.9999939291277221,0.999988248622773,0.9997749850624925,0.9998194922861092,0.011440423751041958,1.0548382012134448e-05,7.252498751256946e-07,4.519219478112471e-06,3.753469393085792e-06,5.2849303978006495e-06,0.9998842637603259,0.9999817728163347,0.9999867774194572,0.9998960320767682,0.9998288053804982
lying,rgb,0.9999981672904548,0.999998677919762,0.9999146613723388,0.9999163079367954,0.9999246619649426,0.999926121347213,7.590035900828261e-06,6.9022268016543405e-06,8.071493561327638e-06,1.9577731853500754e-05,0.00013717079480450635,0.725953949985104,0.7719113256016383,0.798748785225456,0.8016108287045346,0.8817392621763173
lying,shape,0.9999872298799379,0.9999479288907973,0.9999379043336485,0.9999447750136737,0.9999653547758389,0.9990933016577429,0.08639267250063366,0.00011123016780698366,0.0013143512772886533,0.00252692023713162,0.0002594275584105711,0.9948056603554098,0.9999939528416797,0.9999737095319636,0.998459604893735,0.9996474371577502
lying,object,0.9999978026362603,0.9999953966231608,0.9999785416586682,0.9999822032783406,0.9999890218305244,0.9995871554044228,0.00469713335733013,0.00016211417021220621,0.0005801026791539075,0.0010163701205495104,0.000872573896336929,0.9788873988733516,0.999431526215829,0.9991862151852496,0.9904836051542065,0.9970624132210313
object,rgb,0.0003650227243013961,0.003657504492095414,4.1528714960268905e-05,4.3831750154764255e-05,3.2452940314305424e-05,3.5413376733038464e-05,0.9999497741546397,0.9999716424605604,0.99997278113943,0.9998940147561683,0.9986978109552228,0.9999252154688432,0.9998323552997832,0.9997604941341937,0.9997458529807889,0.9988447276611515
object,shape,0.018747052056389154,0.031347695935198365,0.9999414822806433,0.9854639894697967,0.9941259392193349,0.9999514181783221,0.9998801531962155,0.9999855402776668,0.9999944441529528,0.9999946162905416,0.9999834983873834,0.9999928977129658,0.999852062433309,0.9996529610611767,0.9999707747730578,0.9998090594465414
object,object,0.01022818415282826,0.01317370413297576,0.9997263004231242,0.9581255933818276,0.9745589715636986,0.9996139439791667,0.9999366449624758,0.999997442985245,0.9999981744193368,0.9999979809623925,0.9999929295283839,0.9999940874885493,0.9998672804987533,0.9996673007061769,0.9999764050480302,0.9998088863528162
ripe,rgb,0.9999430858890933,0.9999986786732391,0.014238162923812483,0.016220004435631936,0.014819837058025968,0.01765527223073473,8.427041863685424e-21,1.6767353857528833e-20,3.477610800850609e-20,1.0738880180030852e-19,2.811565140167944e-18,0.033827953855948646,0.024774227160479372,0.025010954314057615,0.024431599696144668,0.02104736050794849
ripe,shape,0.9997622382439443,0.9999747611904195,4.4626862712407896e-05,0.001356234169792769,0.0015468190110828246,0.00010352392268918368,0.04096506583390565,0.006255990164874491,0.000656517260854599,6.972727340408485e-05,1.0709992725171515e-05,0.005520726581978651,0.00010023552196424105,0.591743930981645,0.0003114214136434086,0.7374510625815781
ripe,object,0.9998442510972939,0.9999935582662253,0.0002603450895862051,0.002292463333677624,0.0018920129750139914,0.0014184294772424664,2.0838848950997365e-11,1.051540004686618e-11,3.1265944666643177e-12,2.1090085362749367e-12,4.370303946840283e-12,0.010077037446759102,0.0005530669734068448,0.07749082359510039,0.0022170540002004243,0.12861264656660332
shape,rgb,0.0053700503940354175,0.027368633452552634,0.000943095433678356,0.0009441845730249178,0.0009021777235835014,0.0009058210796882576,0.9999999988411961,0.9999999975635259,0.9999999942715256,0.9999999735139977,0.9999987050470327,0.1299497512054251,0.10183543843037404,0.09139752395443887,0.089772493068953,0.05674617692816738
shape,shape,0.0004156885983112307,0.0018273193207898931,9.69398665416511e-05,0.0041991531824031566,0.00361958937654743,0.999802126220518,0.9999671357548242,0.9999965768003855,0.9999837259036014,0.9999769572047529,0.999980163594876,0.0031778147182909672,9.475464752645343e-06,6.0673008571853324e-05,0.004735979459112013,0.04109740247752031
shape,object,0.0003032590708863992,0.00149921299921505,9.574842433630342e-05,0.0036565438636042423,0.003102712787724802,0.9995882596267044,0.999975894071927,0.9999976018199171,0.9999891280091076,0.9999853527284561,0.999984433985708,0.002688289855519786,1.2498826267654957e-05,8.087041129045725e-05,0.004174412343048614,0.04008179898686212
shaped,rgb,0.12532473049512952,0.582209804659584,0.0020156831177312036,0.0020768461294887863,0.0019195335441240687,0.0020047323481290616,0.9999771335533939,0.9999640434669238,0.9999357641150142,0.9997900784293992,0.9963469400269163,0.4379498957244975,0.35331399334195174,0.3249194739865144,0.31930060137019184,0.21085077707670252
shaped,shape,0.000363162380370593,0.07124524367193318,7.198931915251822e-05,0.003372902034220955,0.0022986434226774286,0.999675736633672,0.9999721814431022,0.999996466774634,0.9999891656319215,0.9999750596708163,0.999980828234526,0.0037636245304883535,1.1531732648003206e-05,0.00020732075295446577,0.005264334191790454,0.052098261438668594
shaped,object,0.0003588241386938295,0.059489252300202716,6.902658983312802e-05,0.002793145709112366,0.0020440879379353,0.9994489588198927,0.9999613490975411,0.9999945891813066,0.9999845560043396,0.9999659165740945,0.999971108416659,0.0039601574931961885,1.744298319807794e-05,0.00026526000883897433,0.005690578566892172,0.058017866388638005
side,rgb,0.9999999999998417,0.9999999999999079,0.9999999998594944,0.9999999998645821,0.9999999998867226,0.9999999998909659,7.077386483322976e-08,6.512448952856802e-08,9.258781950510236e-08,4.816966522860259e-07,1.9242408889489717e-05,0.9997059583193406,0.999807830726996,0.9998545931954731,0.9998590368915581,0.9999515931837732
side,shape,0.9999992224134615,0.9999956475786068,0.999954994960471,0.9999953617677843,0.9999912001689303,0.9989934846078701,0.9703348294533285,8.370250795906216e-05,0.0007376974044245165,0.0020199323501676556,0.00021439332629242136,0.9999935289624077,0.9999804431548792,0.9998897918196925,0.9999993116204047,0.9999848190293117
side,object,0.9999999921377837,0.9999998665912238,0.9999997560314968,0.9999994847339261,0.9999988917996621,0.9996487852074966,0.03400157259925076,3.086194406188479e-05,7.899223755090584e-05,0.00021989927427457648,0.00045949768163044096,0.9999671037614271,0.999983955788664,0.9999556437137247,0.999994827612336,0.9999680404792837
square,rgb,0.007163640577393133,0.05506239012949404,0.00034016071017572893,0.0003450931604997433,0.0003233723189095094,0.00033070232214933324,0.9999999679745278,0.9999999368114523,0.9999998580999158,0.9999993542784607,0.9999716694241773,0.11474215171520129,0.08465876110234619,0.0748321286562304,0.07316686199796893,0.04267065940178208
square,shape,0.00018820405138035985,0.0024666814913609316,5.6340683735000014e-05,0.002523350785489981,0.002069423022524536,0.9996938778431188,0.9999630243163137,0.9999965293553402,0.9999871289483464,0.9999765604181646,0.999981374366907,0.003725576672544522,6.808003170249334e-06,4.5619425855999124e-05,0.004884488781047084,0.022268950194535727
square,object,0.00015871431383346959,0.002234048679624699,5.3778173733316056e-05,0.0021027352805592257,0.0018059932542862293,0.9994160694694134,0.9999638944015216,0.9999963865121697,0.9999874245402862,0.9999777226325879,0.9999793508973989,0.0034668765201381177,9.807722295650477e-06,6.135102428861573e-05,0.0047726969283779005,0.024873735310124313
white,rgb,0.8963425653457406,0.4328373148811047,0.999733900169027,0.9997127001914871,0.9997620190724477,0.9997341751769204,0.9999998428522763,0.9999997052772416,0.9999995718706668,0.9999996341997387,0.9999995315724011,0.12096248804952811,0.18759155934269522,0.21553579267779913,0.22207650355488825,0.39093372735056386
white,shape,0.9999954224173067,0.07185794806416346,0.9999251009662319,0.9999446904044538,0.9999050156042248,0.9992058487963047,0.006633526066480536,6.434481339262376e-05,0.0003438950518339044,0.002849085892089938,0.00021316536245259555,0.9893400888238281,0.9999951659998242,0.9992262349041044,0.9979205578341688,0.9859299719284693
white,object,0.9997651304660831,0.3308474250962818,0.9999344298548476,0.9999580789904904,0.9999515143809354,0.9995586330548611,0.9803780001472677,0.7382600600234323,0.878934182658689,0.9583381790299813,0.8465978693356953,0.8674792645094096,0.9976296884574982,0.9713990347927361,0.9578988801154206,0.9113471539528765
yellow,rgb,0.9999999734918992,0.9999999882257181,0.9999171480298651,0.999920251753687,0.9999360558286582,0.9999384095856609,3.3543343592697854e-14,2.4406618892061475e-14,2.989613014278458e-14,1.5731814648386736e-13,5.5271491761931635e-12,0.0003802210130551444,0.0006237301512940945,0.0008622882300061448,0.0008940987268820994,0.003103199450607425
yellow,shape,0.9998252746684614,0.9998959139488839,0.99947971649398,0.9999872631405758,0.9999623529051631,0.9995283215878631,0.9853220216239381,0.08220379945707249,0.00918954198504423,0.00013483639872056044,0.00023598499370626618,0.00022365111353521937,0.9999715111144666,0.9357619631091788,0.8828821916912455,0.9993391955095206
yellow,object,0.9999098897294638,0.9999971393863626,0.9998461996585146,0.99997810918759,0.9999872579268757,0.9999399719839843,0.00028307918989601606,0.00014621719547551633,3.163791782524771e-05,1.2961888881482295e-05,8.551859883354149e-05,6.480540051447181e-05,0.9853690914924966,0.568422323429717,0.006612109498196255,0.3989819047390727
