,banana/banana_3,corn/corn_1,cube/cube_2,cucumber/cucumber_2
alia,0.0,1.0,0.0,0.0
alreadi,0.0,0.0,1.0,0.0
also,0.0,2.0,2.0,1.0
amaz,0.0,1.0,0.0,0.0
american,0.0,1.0,0.0,0.0
angri,0.0,1.0,0.0,0.0
ant,0.0,0.0,0.0,1.0
appeal,0.0,0.0,2.0,1.0
appli,0.0,1.0,0.0,0.0
aucuba,0.0,0.0,1.0,0.0
away,1.0,0.0,0.0,0.0
bad,0.0,1.0,0.0,0.0
banana,28.0,0.0,0.0,0.0
barbecu,0.0,2.0,0.0,0.0
barn,0.0,1.0,0.0,0.0
berri,1.0,0.0,0.0,0.0
best,0.0,0.0,0.0,1.0
better,3.0,0.0,1.0,0.0
bird,0.0,0.0,0.0,1.0
black,1.0,0.0,1.0,0.0
blackwel,1.0,0.0,0.0,0.0
block,0.0,0.0,3.0,0.0
bloodi,0.0,0.0,1.0,0.0
blue,0.0,0.0,1.0,0.0
boil,0.0,1.0,0.0,0.0
bomber,0.0,0.0,0.0,1.0
bottom,1.0,0.0,0.0,0.0
box,0.0,0.0,4.0,0.0
breakfast,1.0,2.0,0.0,0.0
breed,0.0,0.0,0.0,1.0
broccoli,0.0,0.0,1.0,0.0
build,1.0,0.0,0.0,0.0
butt,1.0,0.0,0.0,0.0
button,0.0,0.0,1.0,0.0
caesar,0.0,1.0,0.0,0.0
calcium,1.0,0.0,0.0,0.0
call,0.0,1.0,0.0,0.0
calori,1.0,0.0,0.0,0.0
cannot,0.0,0.0,1.0,0.0
car,0.0,0.0,0.0,1.0
center,0.0,0.0,1.0,0.0
challeng,1.0,0.0,0.0,0.0
chees,0.0,0.0,3.0,0.0
children,0.0,0.0,2.0,0.0
clean,0.0,1.0,1.0,0.0
clone,0.0,0.0,0.0,1.0
cob,0.0,4.0,0.0,0.0
colin,0.0,1.0,0.0,0.0
colleg,1.0,0.0,0.0,0.0
color,6.0,7.0,8.0,7.0
comer,0.0,0.0,0.0,1.0
compar,1.0,0.0,0.0,0.0
complac,0.0,0.0,1.0,0.0
cool,0.0,0.0,0.0,1.0
coomber,0.0,0.0,0.0,1.0
corn,0.0,18.0,0.0,0.0
corner,0.0,0.0,2.0,0.0
cosmet,0.0,0.0,0.0,1.0
cream,0.0,0.0,0.0,1.0
cube,0.0,0.0,10.0,0.0
cubic,0.0,0.0,1.0,0.0
cubicl,0.0,0.0,1.0,0.0
cuboid,0.0,0.0,1.0,0.0
cucamonga,0.0,0.0,0.0,1.0
cucumb,0.0,0.0,0.0,19.0
curri,0.0,0.0,0.0,1.0
cute,0.0,0.0,1.0,0.0
cylindr,0.0,2.0,0.0,0.0
daisi,0.0,1.0,0.0,0.0
dark,0.0,0.0,1.0,1.0
dead,0.0,1.0,0.0,0.0
definit,0.0,1.0,0.0,0.0
depth,1.0,0.0,0.0,1.0
diari,0.0,1.0,0.0,0.0
distort,0.0,0.0,1.0,0.0
dog,0.0,1.0,0.0,0.0
dont,0.0,0.0,1.0,0.0
dream,0.0,0.0,1.0,0.0
eat,0.0,4.0,0.0,0.0
eaten,1.0,1.0,0.0,0.0
edg,0.0,0.0,1.0,0.0
edibl,0.0,1.0,0.0,0.0
elon,1.0,0.0,0.0,0.0
evergreen,0.0,0.0,1.0,0.0
except,0.0,0.0,1.0,0.0
face,1.0,0.0,0.0,0.0
favorit,1.0,0.0,0.0,0.0
feel,0.0,0.0,1.0,0.0
first,1.0,0.0,0.0,0.0
food,0.0,1.0,0.0,1.0
form,0.0,1.0,0.0,1.0
found,0.0,0.0,0.0,1.0
freezer,0.0,0.0,2.0,0.0
fruit,8.0,0.0,0.0,0.0
fuzzi,0.0,0.0,1.0,0.0
game,1.0,0.0,0.0,0.0
general,0.0,1.0,0.0,0.0
ginger,0.0,0.0,0.0,1.0
go,0.0,2.0,0.0,0.0
gone,0.0,2.0,0.0,0.0
good,2.0,0.0,0.0,0.0
goomba,0.0,0.0,0.0,1.0
got,0.0,0.0,1.0,0.0
gray,0.0,1.0,1.0,0.0
great,0.0,0.0,0.0,1.0
green,0.0,2.0,27.0,17.0
greenish,1.0,0.0,0.0,0.0
hate,0.0,1.0,0.0,0.0
head,1.0,0.0,0.0,0.0
health,1.0,0.0,0.0,0.0
healthi,0.0,0.0,0.0,2.0
heat,0.0,1.0,0.0,0.0
heavi,1.0,0.0,0.0,0.0
heavier,0.0,1.0,0.0,0.0
high,1.0,0.0,0.0,0.0
horizont,0.0,1.0,0.0,0.0
humber,0.0,0.0,0.0,1.0
india,0.0,1.0,0.0,1.0
industri,0.0,0.0,0.0,1.0
item,0.0,0.0,1.0,0.0
ivan,0.0,1.0,0.0,0.0
juici,0.0,1.0,0.0,0.0
jump,1.0,0.0,0.0,0.0
kernel,0.0,2.0,0.0,0.0
khan,0.0,1.0,0.0,0.0
kind,0.0,2.0,0.0,1.0
know,0.0,0.0,1.0,1.0
lake,1.0,0.0,0.0,0.0
lana,1.0,0.0,0.0,0.0
larg,0.0,0.0,0.0,1.0
lemon,0.0,1.0,0.0,0.0
less,0.0,0.0,1.0,0.0
lexicon,0.0,1.0,0.0,0.0
light,0.0,0.0,1.0,0.0
like,0.0,3.0,7.0,2.0
line,0.0,0.0,0.0,1.0
littl,1.0,0.0,1.0,0.0
long,1.0,0.0,0.0,0.0
look,0.0,1.0,7.0,1.0
lot,0.0,1.0,0.0,0.0
lumpi,0.0,0.0,0.0,1.0
make,1.0,2.0,0.0,1.0
mani,0.0,0.0,0.0,1.0
materi,0.0,1.0,0.0,0.0
may,0.0,1.0,0.0,0.0
mean,0.0,0.0,0.0,1.0
medium,0.0,0.0,0.0,1.0
mess,0.0,0.0,1.0,0.0
milkshak,1.0,0.0,0.0,0.0
mister,1.0,0.0,0.0,0.0
need,0.0,1.0,1.0,0.0
object,0.0,0.0,3.0,0.0
okay,1.0,1.0,0.0,1.0
one,2.0,1.0,1.0,0.0
other,1.0,0.0,0.0,0.0
part,0.0,0.0,1.0,0.0
partial,0.0,0.0,1.0,0.0
patti,0.0,0.0,0.0,1.0
peel,1.0,0.0,0.0,0.0
peopl,0.0,1.0,0.0,0.0
pickl,0.0,0.0,0.0,1.0
pictur,2.0,2.0,0.0,1.0
piec,0.0,1.0,0.0,0.0
place,0.0,1.0,0.0,0.0
plant,0.0,1.0,0.0,0.0
popcorn,0.0,1.0,0.0,0.0
prefer,0.0,1.0,1.0,0.0
previous,1.0,0.0,0.0,0.0
probabl,1.0,0.0,1.0,0.0
produc,0.0,0.0,0.0,1.0
proud,0.0,0.0,1.0,0.0
pure,0.0,0.0,1.0,0.0
q,0.0,0.0,1.0,0.0
que,0.0,0.0,1.0,0.0
queue,0.0,0.0,1.0,0.0
raini,0.0,1.0,0.0,0.0
rectangl,0.0,0.0,1.0,0.0
rectangular,0.0,0.0,2.0,0.0
remind,0.0,0.0,1.0,0.0
ripe,2.0,0.0,0.0,0.0
ripen,0.0,1.0,0.0,0.0
roast,0.0,1.0,0.0,0.0
rope,1.0,0.0,0.0,0.0
round,0.0,2.0,2.0,0.0
sabin,0.0,0.0,1.0,0.0
sad,0.0,1.0,0.0,0.0
salad,1.0,0.0,0.0,8.0
satin,0.0,0.0,0.0,1.0
score,0.0,1.0,0.0,0.0
screen,0.0,0.0,1.0,0.0
season,0.0,1.0,0.0,1.0
second,1.0,0.0,0.0,0.0
sedat,0.0,0.0,0.0,1.0
see,1.0,1.0,3.0,1.0
seem,0.0,0.0,0.0,1.0
seen,1.0,1.0,0.0,1.0
shadow,0.0,0.0,1.0,0.0
shape,1.0,3.0,1.0,0.0
short,0.0,1.0,0.0,0.0
side,0.0,0.0,1.0,0.0
size,0.0,0.0,0.0,1.0
skookum,0.0,0.0,0.0,1.0
slight,0.0,0.0,1.0,1.0
smooth,1.0,0.0,0.0,1.0
snack,0.0,0.0,0.0,2.0
sofia,1.0,0.0,0.0,0.0
solid,0.0,0.0,1.0,1.0
someth,0.0,0.0,2.0,0.0
sort,0.0,0.0,2.0,0.0
sourc,1.0,0.0,0.0,0.0
special,0.0,0.0,0.0,1.0
spong,0.0,0.0,3.0,0.0
squar,0.0,0.0,3.0,0.0
squash,0.0,0.0,0.0,1.0
still,1.0,0.0,0.0,0.0
stomach,0.0,0.0,0.0,1.0
stripe,0.0,0.0,0.0,1.0
substanc,0.0,0.0,2.0,0.0
summer,0.0,0.0,0.0,2.0
susan,1.0,0.0,0.0,0.0
swallow,0.0,1.0,0.0,0.0
sweet,0.0,3.0,0.0,0.0
tabl,0.0,1.0,0.0,0.0
take,0.0,1.0,0.0,0.0
tape,0.0,0.0,0.0,1.0
tast,0.0,0.0,0.0,1.0
tea,0.0,0.0,0.0,1.0
there,0.0,1.0,0.0,0.0
think,0.0,1.0,0.0,1.0
time,0.0,1.0,0.0,0.0
took,0.0,1.0,0.0,0.0
top,1.0,0.0,0.0,0.0
toy,0.0,0.0,1.0,0.0
traffic,0.0,0.0,1.0,0.0
tree,0.0,0.0,1.0,0.0
turn,0.0,0.0,1.0,0.0
two,0.0,0.0,1.0,0.0
type,0.0,0.0,0.0,1.0
ultra,0.0,0.0,1.0,0.0
uncut,0.0,1.0,0.0,0.0
understand,0.0,1.0,0.0,0.0
use,2.0,4.0,4.0,9.0
usual,1.0,3.0,2.0,2.0
veget,0.0,2.0,0.0,3.0
vergara,1.0,0.0,0.0,0.0
well,1.0,0.0,0.0,0.0
weve,0.0,0.0,0.0,1.0
what,0.0,0.0,0.0,1.0
white,0.0,3.0,0.0,1.0
word,0.0,0.0,0.0,1.0
work,1.0,0.0,0.0,0.0
world,0.0,0.0,1.0,0.0
wors,1.0,0.0,0.0,0.0
yeah,1.0,0.0,0.0,0.0
yellow,11.0,10.0,0.0,3.0
young,0.0,0.0,1.0,0.0
